id,Lgt_mm,Wgt_mm,Hgt_mm,L_mm,W_mm,H_mm,err_L_%,err_W_%,err_H_%,plot
3163484,500.0,330.0,144.0,353.75088860498454,348.28438450543916,144.00000000000006,29.24982227900309,5.540722577405807,3.9474596431116676e-14,step3_plots/3163484_mm.png
3163820,217.0,139.0,348.0,298.18627572053515,288.03112123611913,348.0,37.4130302859609,107.21663398281953,0.0,step3_plots/3163820_mm.png
3163868,203.0,118.0,312.0,293.2293793828498,276.5241945851794,312.0,44.44797013933488,134.3425377840503,0.0,step3_plots/3163868_mm.png
3163900,450.0,290.0,75.0,308.44916975416913,295.80642466826737,75.0,31.455740054629082,2.002215402850817,0.0,step3_plots/3163900_mm.png
3164331,305.0,220.0,30.0,265.19854148222123,254.86681714404722,30.0,13.049658530419268,15.84855324729419,0.0,step3_plots/3164331_mm.png
3164683,298.0,275.0,120.0,363.02736297369904,352.8771793063945,120.0,21.821262742852024,28.318974293234366,0.0,step3_plots/3164683_mm.png
3164714,275.0,120.0,295.0,298.47434333960575,290.41733525653797,295.0000000000001,8.536124850765729,142.01444604711497,3.853791109207323e-14,step3_plots/3164714_mm.png
3164778,295.0,270.0,32.0,304.3278796736969,286.53219666127893,32.0,3.1619931097277574,6.123035800473678,0.0,step3_plots/3164778_mm.png
